mine_id,name,source,deposit_type,rock_type,lat,lon,swir_b11_absorption,swir_b12_absorption,ndvi,land_surface_temp_c,rainfall_mm_weekly,soil_moisture,emag2_anomaly_nt,elevation_m,mn_grade_pct,ibm_ore_category,has_manganese
MN_060,Vizag Mn Zone,MOIL_GSI_Official,Marketable_Direct,Gondite_Series,18.12,83.2,0.764,0.681,0.313,36.3,39.7,0.196,394.3,109.0,25.5,Marketable_Saleable,1
MN_038,Barbil Deposit,MOIL_GSI_Official,Marketable_Direct,Gondite_Braunite,22.12,85.39,0.789,0.697,0.329,35.1,43.3,0.208,498.9,499.0,35.0,Marketable_Saleable,1
WASTE_0090,IndoGangetic_Alluvium_Barren_8,IBM_Sterilization_Survey,Overburden_Gangue,Alluvium,26.6392,80.8056,0.295,0.259,0.432,31.2,66.6,0.373,129.4,164.0,1.3,Overburden_Waste,0
MN_015_EXT,Mansar Lease Zone - Extension Zone,GSI_Extension_Survey,Marketable_Direct,Mansar_Formation,21.5006,79.0201,0.782,0.7,0.349,34.9,40.0,0.218,475.0,390.0,31.7,Marketable_Saleable,1
WASTE_0107,Aravalli_Quartzite_Marble_3,IBM_Sterilization_Survey,Overburden_Gangue,Quartzite_Marble,26.2318,76.0295,0.396,0.344,0.637,29.6,43.2,0.506,154.1,418.0,3.8,Overburden_Waste,0
WASTE_0080,Deccan_Basalt_WesternGhats_18,IBM_Sterilization_Survey,Overburden_Gangue,Deccan_Basalt,18.1412,76.4304,0.202,0.176,0.434,34.9,56.9,0.523,111.4,725.0,0.2,Overburden_Waste,0
WASTE_0109,Aravalli_Quartzite_Marble_5,IBM_Sterilization_Survey,Overburden_Gangue,Quartzite_Marble,26.5632,75.5295,0.339,0.283,0.434,29.7,106.8,0.253,109.5,473.0,1.5,Overburden_Waste,0
WASTE_0040,Nagpur_Quartzite_Interbed_18,IBM_Sterilization_Survey,Overburden_Gangue,Quartzite_Interbed,21.1466,79.1726,0.452,0.376,0.571,31.8,63.2,0.368,123.5,346.0,3.2,Overburden_Waste,0
MN_067,Vadodara Champaner Fringe,MOIL_GSI_Official,Beneficiable_SubEconomic,Gondite_Series,22.38,73.55,0.706,0.618,0.258,35.7,32.9,0.231,324.4,205.0,21.0,Beneficiable_MR_Ore,1
WASTE_0020,Sausar_Calc_Silicate_Barren_20,IBM_Sterilization_Survey,Overburden_Gangue,Calc_Silicate,21.6363,79.0672,0.368,0.327,0.592,32.4,38.3,0.44,216.3,393.0,2.7,Overburden_Waste,0
WASTE_0046,Balaghat_Laterite_Overburden_4,IBM_Sterilization_Survey,Overburden_Gangue,Laterite_Overburden,21.8652,79.8294,0.546,0.5,0.525,34.0,95.9,0.447,258.0,426.0,4.1,Overburden_Waste,0
MN_033_EXT,Betul Block MP - Extension Zone,GSI_Extension_Survey,Marketable_Direct,Gondite_Series,21.8981,77.8888,0.775,0.669,0.297,35.4,43.9,0.24,440.0,461.0,29.7,Marketable_Saleable,1
WASTE_0028,Nagpur_Quartzite_Interbed_6,IBM_Sterilization_Survey,Overburden_Gangue,Quartzite_Interbed,21.1411,78.958,0.381,0.347,0.628,29.9,64.9,0.296,169.8,397.0,2.4,Overburden_Waste,0
MN_043_EXT,Barajamda Block - Extension Zone,GSI_Extension_Survey,Marketable_Direct,Braunite_Series,22.1217,85.1713,0.739,0.691,0.272,37.2,47.9,0.252,454.2,486.0,27.8,Marketable_Saleable,1
WASTE_0043,Balaghat_Laterite_Overburden_1,IBM_Sterilization_Survey,Overburden_Gangue,Laterite_Overburden,21.8561,80.2762,0.425,0.353,0.354,35.7,90.3,0.356,167.2,368.0,7.2,Overburden_Waste,0
MN_007,Sitapatore Mine,MOIL_GSI_Official,Marketable_Direct,Gondite_Braunite,21.12,79.2,0.794,0.711,0.312,34.7,44.5,0.228,488.3,420.0,37.0,Marketable_Saleable,1
MN_018_EXT,Junewani Deposit - Extension Zone,GSI_Extension_Survey,Marketable_Direct,Gondite_Series,21.7929,79.8957,0.754,0.67,0.33,35.4,35.6,0.249,473.3,408.0,31.0,Marketable_Saleable,1
MN_015,Mansar Lease Zone,MOIL_GSI_Official,Marketable_Direct,Mansar_Formation,21.5,79.02,0.786,0.706,0.272,35.0,43.3,0.247,463.3,398.0,31.0,Marketable_Saleable,1
WASTE_0132,Southern_Sedimentary_Barren_10,IBM_Sterilization_Survey,Overburden_Gangue,Sedimentary,11.0988,79.6788,0.247,0.218,0.484,29.7,38.7,0.503,54.4,83.0,1.1,Overburden_Waste,0
WASTE_0124,Southern_Sedimentary_Barren_2,IBM_Sterilization_Survey,Overburden_Gangue,Sedimentary,11.5164,78.4108,0.154,0.129,0.509,32.8,35.7,0.389,99.3,131.0,1.1,Overburden_Waste,0
MN_026_EXT,Parseoni Low-Grade Outcrop - Extension Zone,GSI_Extension_Survey,Beneficiable_SubEconomic,Gondite_Braunite,21.3864,79.2042,0.716,0.644,0.349,35.3,43.9,0.232,437.3,372.0,24.1,Beneficiable_MR_Ore,1
MN_048_EXT,Kalimati Low-Grade Zone - Extension Zone,GSI_Extension_Survey,Beneficiable_SubEconomic,Gondite_Series,22.2263,85.6341,0.693,0.634,0.294,34.5,40.1,0.257,392.7,314.0,17.3,Beneficiable_MR_Ore,1
WASTE_0038,Nagpur_Quartzite_Interbed_16,IBM_Sterilization_Survey,Overburden_Gangue,Quartzite_Interbed,20.9876,79.1207,0.375,0.344,0.475,31.9,36.4,0.328,179.2,311.0,4.5,Overburden_Waste,0
WASTE_0058,Balaghat_Laterite_Overburden_16,IBM_Sterilization_Survey,Overburden_Gangue,Laterite_Overburden,21.8106,80.2453,0.522,0.436,0.522,32.7,48.8,0.359,244.0,402.0,5.0,Overburden_Waste,0
MN_021_EXT,Miragpur Beneficiable Ore - Extension Zone,GSI_Extension_Survey,Marketable_Direct,Gondite_Series,21.6925,79.8353,0.735,0.653,0.294,37.2,47.7,0.244,435.5,391.0,25.0,Marketable_Saleable,1
WASTE_0092,IndoGangetic_Alluvium_Barren_10,IBM_Sterilization_Survey,Overburden_Gangue,Alluvium,25.6964,81.5285,0.257,0.215,0.386,31.4,91.3,0.271,81.1,191.0,0.7,Overburden_Waste,0
WASTE_0047,Balaghat_Laterite_Overburden_5,IBM_Sterilization_Survey,Overburden_Gangue,Laterite_Overburden,21.664,80.0368,0.541,0.458,0.534,35.5,53.1,0.286,203.2,408.0,4.7,Overburden_Waste,0
MN_069,Sivnia Block Rajasthan,MOIL_GSI_Official,Beneficiable_SubEconomic,Gondite_Series,23.4,74.52,0.722,0.646,0.312,34.7,34.3,0.197,372.3,333.0,23.5,Beneficiable_MR_Ore,1
MN_014,Chorbaoli Deposit,MOIL_GSI_Official,Marketable_Direct,Braunite_Series,21.72,79.35,0.834,0.754,0.317,35.0,37.4,0.25,506.1,426.0,34.0,Marketable_Saleable,1
WASTE_0134,Southern_Sedimentary_Barren_12,IBM_Sterilization_Survey,Overburden_Gangue,Sedimentary,11.0382,78.6799,0.275,0.228,0.588,35.3,105.8,0.538,148.1,88.0,1.6,Overburden_Waste,0
WASTE_0002,Sausar_Calc_Silicate_Barren_2,IBM_Sterilization_Survey,Overburden_Gangue,Calc_Silicate,21.6082,79.1946,0.474,0.431,0.646,28.3,100.0,0.424,154.6,381.0,3.8,Overburden_Waste,0
WASTE_0126,Southern_Sedimentary_Barren_4,IBM_Sterilization_Survey,Overburden_Gangue,Sedimentary,13.2286,77.8246,0.206,0.169,0.454,31.0,35.1,0.34,127.3,154.0,0.8,Overburden_Waste,0
MN_001,Balaghat Mine,MOIL_GSI_Official,Marketable_Direct,Gondite_Braunite,21.8167,80.1833,0.836,0.754,0.306,36.1,34.2,0.201,522.0,424.0,44.5,Marketable_Saleable,1
WASTE_0105,Aravalli_Quartzite_Marble_1,IBM_Sterilization_Survey,Overburden_Gangue,Quartzite_Marble,26.1002,76.0449,0.226,0.207,0.613,35.6,46.2,0.389,157.4,346.0,0.7,Overburden_Waste,0
MN_051,Sandur Mn Belt Core,MOIL_GSI_Official,Marketable_Direct,Gondite_Series,15.1,76.55,0.773,0.695,0.256,37.2,37.9,0.217,443.2,771.0,28.5,Marketable_Saleable,1
WASTE_0081,Deccan_Basalt_WesternGhats_19,IBM_Sterilization_Survey,Overburden_Gangue,Deccan_Basalt,19.2619,75.9147,0.184,0.172,0.434,35.0,43.4,0.461,63.5,699.0,2.6,Overburden_Waste,0
WASTE_0076,Deccan_Basalt_WesternGhats_14,IBM_Sterilization_Survey,Overburden_Gangue,Deccan_Basalt,17.7196,73.9259,0.25,0.218,0.456,34.7,70.3,0.544,101.6,636.0,2.6,Overburden_Waste,0
MN_050,Gua Low-Grade Horizon,MOIL_GSI_Official,Beneficiable_SubEconomic,Gondite_Series,22.21,85.38,0.66,0.585,0.287,34.6,35.8,0.191,297.0,453.0,16.0,Beneficiable_MR_Ore,1
MN_019,Kheri Formation,MOIL_GSI_Official,Marketable_Direct,Gondite_Series,21.9,80.25,0.77,0.698,0.276,36.2,40.9,0.193,463.1,401.0,30.5,Marketable_Saleable,1
MN_031_EXT,Nagbhir Belt - Extension Zone,GSI_Extension_Survey,Marketable_Direct,Gondite_Series,20.5496,79.4979,0.771,0.669,0.323,34.5,35.2,0.22,430.9,344.0,27.3,Marketable_Saleable,1
WASTE_0011,Sausar_Calc_Silicate_Barren_11,IBM_Sterilization_Survey,Overburden_Gangue,Calc_Silicate,21.8365,78.5751,0.464,0.405,0.601,35.6,86.2,0.399,137.7,416.0,6.6,Overburden_Waste,0
WASTE_0060,Balaghat_Laterite_Overburden_18,IBM_Sterilization_Survey,Overburden_Gangue,Laterite_Overburden,22.021,79.9303,0.524,0.459,0.568,32.0,67.8,0.469,173.3,369.0,5.5,Overburden_Waste,0
WASTE_0084,IndoGangetic_Alluvium_Barren_2,IBM_Sterilization_Survey,Overburden_Gangue,Alluvium,28.7849,83.4177,0.224,0.186,0.378,35.3,85.2,0.499,93.9,163.0,1.5,Overburden_Waste,0
WASTE_0065,Deccan_Basalt_WesternGhats_3,IBM_Sterilization_Survey,Overburden_Gangue,Deccan_Basalt,18.8256,74.5485,0.203,0.17,0.518,32.2,43.6,0.508,57.6,705.0,0.9,Overburden_Waste,0
MN_006_EXT,Chikla Mine - Extension Zone,GSI_Extension_Survey,Marketable_Direct,Gondite_Braunite,21.1004,79.1704,0.817,0.743,0.268,34.7,36.6,0.284,498.5,434.0,39.7,Marketable_Saleable,1
WASTE_0137,Southern_Sedimentary_Barren_15,IBM_Sterilization_Survey,Overburden_Gangue,Sedimentary,12.9154,77.7576,0.24,0.198,0.437,31.2,104.0,0.548,116.2,74.0,1.3,Overburden_Waste,0
WASTE_0102,IndoGangetic_Alluvium_Barren_20,IBM_Sterilization_Survey,Overburden_Gangue,Alluvium,27.2876,82.7143,0.287,0.25,0.367,30.7,55.3,0.54,63.3,171.0,0.5,Overburden_Waste,0
MN_014_EXT,Chorbaoli Deposit - Extension Zone,GSI_Extension_Survey,Marketable_Direct,Braunite_Series,21.7228,79.3718,0.793,0.689,0.359,34.1,42.3,0.28,482.8,443.0,34.3,Marketable_Saleable,1
WASTE_0136,Southern_Sedimentary_Barren_14,IBM_Sterilization_Survey,Overburden_Gangue,Sedimentary,13.0865,78.847,0.153,0.125,0.54,29.8,59.1,0.504,142.6,96.0,1.0,Overburden_Waste,0
MN_003,Gumgaon Mine,MOIL_GSI_Official,Marketable_Direct,Gondite_Braunite,21.05,79.1,0.856,0.758,0.251,35.7,32.5,0.254,554.1,452.0,42.0,Marketable_Saleable,1
MN_062,Garbham Gondite Deposit,MOIL_GSI_Official,Beneficiable_SubEconomic,Gondite_Series,18.35,83.45,0.696,0.64,0.252,35.2,42.4,0.201,358.6,106.0,22.0,Beneficiable_MR_Ore,1
MN_017,Bhagwanpura Block,MOIL_GSI_Official,Marketable_Direct,Braunite_Series,21.85,80.0,0.827,0.754,0.286,35.1,43.1,0.209,515.4,410.0,35.0,Marketable_Saleable,1
WASTE_0034,Nagpur_Quartzite_Interbed_12,IBM_Sterilization_Survey,Overburden_Gangue,Quartzite_Interbed,20.9659,79.1205,0.312,0.257,0.64,31.5,58.4,0.402,196.7,370.0,1.2,Overburden_Waste,0
WASTE_0023,Nagpur_Quartzite_Interbed_1,IBM_Sterilization_Survey,Overburden_Gangue,Quartzite_Interbed,21.2316,79.4177,0.339,0.282,0.514,29.9,64.3,0.428,167.8,377.0,0.6,Overburden_Waste,0
WASTE_0039,Nagpur_Quartzite_Interbed_17,IBM_Sterilization_Survey,Overburden_Gangue,Quartzite_Interbed,21.2421,78.9823,0.396,0.335,0.59,35.7,71.6,0.283,131.7,417.0,0.6,Overburden_Waste,0
WASTE_0079,Deccan_Basalt_WesternGhats_17,IBM_Sterilization_Survey,Overburden_Gangue,Deccan_Basalt,19.3653,75.495,0.232,0.216,0.484,31.7,99.8,0.414,91.6,483.0,2.4,Overburden_Waste,0
MN_070,Ghatia Horizon Banswara,MOIL_GSI_Official,Beneficiable_SubEconomic,Gondite_Series,23.31,74.38,0.672,0.581,0.314,35.6,41.0,0.227,305.6,287.0,17.5,Beneficiable_MR_Ore,1
MN_032,Yavatmal Deposit,MOIL_GSI_Official,Marketable_Direct,Braunite_Series,20.4,78.12,0.74,0.659,0.298,34.6,36.8,0.253,396.6,387.0,26.5,Marketable_Saleable,1
MN_068_EXT,Tambesra Deposit Banswara - Extension Zone,GSI_Extension_Survey,Marketable_Direct,Gondite_Series,23.3601,74.453,0.735,0.661,0.295,33.6,35.3,0.242,410.8,300.0,25.5,Marketable_Saleable,1
MN_065,Shivrajpur Belt,MOIL_GSI_Official,Marketable_Direct,Gondite_Series,22.42,73.18,0.767,0.705,0.299,35.0,45.3,0.201,435.1,194.0,30.5,Marketable_Saleable,1
WASTE_0139,Southern_Sedimentary_Barren_17,IBM_Sterilization_Survey,Overburden_Gangue,Sedimentary,12.2563,78.4682,0.288,0.244,0.502,29.8,37.9,0.261,141.8,70.0,0.6,Overburden_Waste,0
WASTE_0093,IndoGangetic_Alluvium_Barren_11,IBM_Sterilization_Survey,Overburden_Gangue,Alluvium,25.7646,79.6608,0.308,0.278,0.353,33.1,103.5,0.434,72.6,215.0,1.2,Overburden_Waste,0
MN_036,Gumgaon Low-Grade South Fringe,MOIL_GSI_Official,Beneficiable_SubEconomic,Gondite_Series,21.035,79.085,0.64,0.562,0.254,34.7,36.0,0.202,306.4,432.0,16.5,Beneficiable_MR_Ore,1
WASTE_0121,Aravalli_Quartzite_Marble_17,IBM_Sterilization_Survey,Overburden_Gangue,Quartzite_Marble,25.1266,74.2905,0.274,0.226,0.605,29.7,84.3,0.392,115.8,477.0,3.5,Overburden_Waste,0
MN_033,Betul Block MP,MOIL_GSI_Official,Marketable_Direct,Gondite_Series,21.92,77.9,0.78,0.696,0.244,36.8,40.8,0.196,445.6,473.0,29.0,Marketable_Saleable,1
MN_023,Jamrapani Beneficiable Ore,MOIL_GSI_Official,Beneficiable_SubEconomic,Gondite_Series,21.92,80.16,0.735,0.658,0.311,36.8,33.3,0.225,362.0,399.0,24.0,Beneficiable_MR_Ore,1
WASTE_0085,IndoGangetic_Alluvium_Barren_3,IBM_Sterilization_Survey,Overburden_Gangue,Alluvium,28.4006,81.2883,0.223,0.195,0.531,35.1,68.3,0.432,79.1,235.0,0.6,Overburden_Waste,0
WASTE_0017,Sausar_Calc_Silicate_Barren_17,IBM_Sterilization_Survey,Overburden_Gangue,Calc_Silicate,21.6611,78.9269,0.453,0.413,0.355,29.6,35.6,0.444,191.8,445.0,6.3,Overburden_Waste,0
MN_021,Miragpur Beneficiable Ore,MOIL_GSI_Official,Beneficiable_SubEconomic,Gondite_Series,21.68,79.82,0.709,0.646,0.297,37.1,42.3,0.246,354.9,374.0,23.5,Beneficiable_MR_Ore,1
MN_062_EXT,Garbham Gondite Deposit - Extension Zone,GSI_Extension_Survey,Beneficiable_SubEconomic,Gondite_Series,18.3504,83.4253,0.719,0.655,0.286,36.0,42.6,0.272,404.3,84.0,20.6,Beneficiable_MR_Ore,1
WASTE_0086,IndoGangetic_Alluvium_Barren_4,IBM_Sterilization_Survey,Overburden_Gangue,Alluvium,27.5833,81.4377,0.261,0.221,0.496,33.2,106.3,0.43,49.4,192.0,0.9,Overburden_Waste,0
WASTE_0014,Sausar_Calc_Silicate_Barren_14,IBM_Sterilization_Survey,Overburden_Gangue,Calc_Silicate,21.5819,78.7616,0.463,0.425,0.595,29.0,75.8,0.252,199.8,388.0,6.0,Overburden_Waste,0
MN_012_EXT,Sausar North Block - Extension Zone,GSI_Extension_Survey,Marketable_Direct,Gondite_Series,21.6523,78.7875,0.77,0.683,0.297,34.6,37.9,0.288,433.6,367.0,29.4,Marketable_Saleable,1
WASTE_0091,IndoGangetic_Alluvium_Barren_9,IBM_Sterilization_Survey,Overburden_Gangue,Alluvium,28.4951,82.3552,0.242,0.207,0.35,33.1,38.8,0.327,126.0,240.0,1.5,Overburden_Waste,0
WASTE_0087,IndoGangetic_Alluvium_Barren_5,IBM_Sterilization_Survey,Overburden_Gangue,Alluvium,27.9539,80.797,0.247,0.204,0.364,29.1,55.8,0.541,72.6,202.0,0.5,Overburden_Waste,0
MN_041_EXT,Bolani Block - Extension Zone,GSI_Extension_Survey,Marketable_Direct,Gondite_Series,22.1421,85.3261,0.766,0.655,0.34,34.1,37.7,0.268,434.2,540.0,27.4,Marketable_Saleable,1
MN_020_EXT,Warora Belt Node - Extension Zone,GSI_Extension_Survey,Marketable_Direct,Braunite_Series,20.2085,78.99,0.723,0.666,0.292,36.9,34.4,0.275,407.9,305.0,25.1,Marketable_Saleable,1
WASTE_0063,Deccan_Basalt_WesternGhats_1,IBM_Sterilization_Survey,Overburden_Gangue,Deccan_Basalt,19.7193,73.9177,0.286,0.249,0.549,35.7,77.0,0.531,129.0,457.0,1.3,Overburden_Waste,0
WASTE_0115,Aravalli_Quartzite_Marble_11,IBM_Sterilization_Survey,Overburden_Gangue,Quartzite_Marble,26.2576,75.1867,0.214,0.193,0.591,32.4,74.0,0.293,148.5,477.0,1.2,Overburden_Waste,0
MN_024_EXT,Waraseoni Low-Grade Horizon - Extension Zone,GSI_Extension_Survey,Beneficiable_SubEconomic,Gondite_Series,21.7724,80.0443,0.706,0.616,0.316,35.2,48.5,0.219,406.6,377.0,20.0,Beneficiable_MR_Ore,1
MN_048,Kalimati Low-Grade Zone,MOIL_GSI_Official,Beneficiable_SubEconomic,Gondite_Series,22.25,85.65,0.657,0.585,0.258,35.0,44.5,0.191,283.0,315.0,17.5,Beneficiable_MR_Ore,1
WASTE_0094,IndoGangetic_Alluvium_Barren_12,IBM_Sterilization_Survey,Overburden_Gangue,Alluvium,28.3832,82.4298,0.144,0.134,0.354,31.4,57.1,0.396,88.1,166.0,0.1,Overburden_Waste,0
WASTE_0111,Aravalli_Quartzite_Marble_7,IBM_Sterilization_Survey,Overburden_Gangue,Quartzite_Marble,26.4756,75.6814,0.369,0.33,0.472,31.3,40.0,0.355,123.6,299.0,0.6,Overburden_Waste,0
WASTE_0062,Balaghat_Laterite_Overburden_20,IBM_Sterilization_Survey,Overburden_Gangue,Laterite_Overburden,21.7235,80.4344,0.452,0.386,0.37,31.9,37.5,0.269,205.0,445.0,7.5,Overburden_Waste,0
WASTE_0022,Sausar_Calc_Silicate_Barren_22,IBM_Sterilization_Survey,Overburden_Gangue,Calc_Silicate,21.5066,79.1244,0.397,0.364,0.537,31.6,79.0,0.3,186.8,351.0,3.8,Overburden_Waste,0
MN_022_EXT,Netra Beneficiable Block - Extension Zone,GSI_Extension_Survey,Beneficiable_SubEconomic,Gondite_Series,21.8555,80.1403,0.703,0.65,0.317,36.0,41.2,0.233,413.0,387.0,19.9,Beneficiable_MR_Ore,1
WASTE_0006,Sausar_Calc_Silicate_Barren_6,IBM_Sterilization_Survey,Overburden_Gangue,Calc_Silicate,21.5463,79.1188,0.372,0.349,0.401,32.2,60.3,0.499,143.6,348.0,3.9,Overburden_Waste,0
WASTE_0051,Balaghat_Laterite_Overburden_9,IBM_Sterilization_Survey,Overburden_Gangue,Laterite_Overburden,21.9444,80.4113,0.503,0.458,0.424,33.8,109.4,0.28,206.2,361.0,3.2,Overburden_Waste,0
WASTE_0072,Deccan_Basalt_WesternGhats_10,IBM_Sterilization_Survey,Overburden_Gangue,Deccan_Basalt,17.606,74.0527,0.359,0.322,0.375,35.1,95.3,0.402,78.4,635.0,0.6,Overburden_Waste,0
MN_002_EXT,Ukwa Mine - Extension Zone,GSI_Extension_Survey,Marketable_Direct,Gondite_Braunite,21.9507,80.0546,0.813,0.708,0.355,37.4,46.9,0.234,479.3,386.0,37.5,Marketable_Saleable,1
MN_053_EXT,Subbarayanahalli Block - Extension Zone,GSI_Extension_Survey,Marketable_Direct,Gondite_Series,15.0409,76.4918,0.741,0.649,0.347,36.4,46.9,0.263,430.7,829.0,25.8,Marketable_Saleable,1
MN_027_EXT,Bharweli Fringe Beneficiable - Extension Zone,GSI_Extension_Survey,Beneficiable_SubEconomic,Gondite_Braunite,21.8205,80.2157,0.724,0.673,0.355,36.4,43.8,0.243,435.6,428.0,24.7,Beneficiable_MR_Ore,1
MN_067_EXT,Vadodara Champaner Fringe - Extension Zone,GSI_Extension_Survey,Beneficiable_SubEconomic,Gondite_Series,22.3705,73.5478,0.686,0.62,0.32,34.7,45.1,0.279,386.1,207.0,18.5,Beneficiable_MR_Ore,1
MN_001_EXT,Balaghat Mine - Extension Zone,GSI_Extension_Survey,Marketable_Direct,Gondite_Braunite,21.8218,80.1937,0.853,0.758,0.278,34.2,38.9,0.252,511.7,412.0,42.1,Marketable_Saleable,1
WASTE_0097,IndoGangetic_Alluvium_Barren_15,IBM_Sterilization_Survey,Overburden_Gangue,Alluvium,26.7249,81.5081,0.261,0.236,0.393,35.1,60.9,0.296,55.0,197.0,0.7,Overburden_Waste,0
MN_052_EXT,Hospet Deposit - Extension Zone,GSI_Extension_Survey,Marketable_Direct,Braunite_Series,15.2476,76.3898,0.737,0.673,0.268,36.4,41.9,0.265,413.9,520.0,25.9,Marketable_Saleable,1
MN_025_EXT,Khapa Beneficiable Belt - Extension Zone,GSI_Extension_Survey,Beneficiable_SubEconomic,Gondite_Series,21.3881,78.9737,0.724,0.619,0.261,37.4,34.7,0.281,411.8,368.0,19.6,Beneficiable_MR_Ore,1
WASTE_0024,Nagpur_Quartzite_Interbed_2,IBM_Sterilization_Survey,Overburden_Gangue,Quartzite_Interbed,21.1235,79.4927,0.325,0.293,0.558,35.9,44.6,0.281,148.5,389.0,2.7,Overburden_Waste,0
MN_041,Bolani Block,MOIL_GSI_Official,Marketable_Direct,Gondite_Series,22.15,85.31,0.75,0.674,0.262,36.6,32.5,0.23,446.7,542.0,29.5,Marketable_Saleable,1
WASTE_0066,Deccan_Basalt_WesternGhats_4,IBM_Sterilization_Survey,Overburden_Gangue,Deccan_Basalt,19.1684,73.703,0.322,0.285,0.4,35.6,98.7,0.451,80.4,595.0,0.4,Overburden_Waste,0
MN_018,Junewani Deposit,MOIL_GSI_Official,Marketable_Direct,Gondite_Series,21.78,79.92,0.793,0.724,0.306,35.9,40.6,0.219,483.7,405.0,33.0,Marketable_Saleable,1
WASTE_0112,Aravalli_Quartzite_Marble_8,IBM_Sterilization_Survey,Overburden_Gangue,Quartzite_Marble,24.833,75.8288,0.39,0.323,0.373,32.0,94.6,0.462,127.5,352.0,4.3,Overburden_Waste,0
MN_004_EXT,Kandri Mine - Extension Zone,GSI_Extension_Survey,Marketable_Direct,Gondite_Braunite,21.2021,79.282,0.812,0.76,0.28,33.5,47.0,0.267,528.9,406.0,41.2,Marketable_Saleable,1
WASTE_0032,Nagpur_Quartzite_Interbed_10,IBM_Sterilization_Survey,Overburden_Gangue,Quartzite_Interbed,21.2951,79.4208,0.445,0.407,0.402,33.6,61.0,0.543,117.3,354.0,2.2,Overburden_Waste,0
WASTE_0059,Balaghat_Laterite_Overburden_17,IBM_Sterilization_Survey,Overburden_Gangue,Laterite_Overburden,21.7673,79.8183,0.423,0.389,0.632,30.1,67.2,0.512,211.8,393.0,4.0,Overburden_Waste,0
WASTE_0117,Aravalli_Quartzite_Marble_13,IBM_Sterilization_Survey,Overburden_Gangue,Quartzite_Marble,24.6406,73.9666,0.341,0.283,0.572,30.5,42.6,0.358,70.4,339.0,3.8,Overburden_Waste,0
MN_056,Donimalai North Beneficiable,MOIL_GSI_Official,Beneficiable_SubEconomic,Gondite_Series,15.06,76.61,0.683,0.592,0.242,37.0,32.3,0.251,318.5,903.0,19.0,Beneficiable_MR_Ore,1
MN_046_EXT,Koira Block - Extension Zone,GSI_Extension_Survey,Marketable_Direct,Gondite_Series,21.927,85.235,0.74,0.659,0.355,35.0,38.3,0.262,454.5,549.0,27.7,Marketable_Saleable,1
MN_042_EXT,Bonai Deposit - Extension Zone,GSI_Extension_Survey,Marketable_Direct,Gondite_Series,22.015,84.9481,0.766,0.699,0.321,33.6,48.0,0.285,466.9,365.0,32.3,Marketable_Saleable,1
MN_065_EXT,Shivrajpur Belt - Extension Zone,GSI_Extension_Survey,Marketable_Direct,Gondite_Series,22.416,73.1869,0.755,0.701,0.349,34.4,37.4,0.212,447.4,188.0,29.6,Marketable_Saleable,1
MN_027,Bharweli Fringe Beneficiable,MOIL_GSI_Official,Beneficiable_SubEconomic,Gondite_Braunite,21.83,80.2,0.739,0.656,0.293,34.3,45.6,0.259,394.4,413.0,24.5,Beneficiable_MR_Ore,1
MN_045_EXT,Tensa Deposit - Extension Zone,GSI_Extension_Survey,Beneficiable_SubEconomic,Gondite_Series,21.8924,85.1757,0.755,0.654,0.267,36.5,37.4,0.282,424.2,572.0,24.3,Beneficiable_MR_Ore,1
MN_005,Munsar / Mansar Mine,MOIL_GSI_Official,Marketable_Direct,Gondite_Braunite,21.15,79.25,0.818,0.717,0.272,34.4,44.1,0.234,486.6,394.0,38.5,Marketable_Saleable,1
MN_007_EXT,Sitapatore Mine - Extension Zone,GSI_Extension_Survey,Marketable_Direct,Gondite_Braunite,21.1109,79.1805,0.794,0.724,0.261,35.5,40.7,0.228,499.0,397.0,35.4,Marketable_Saleable,1
MN_030_EXT,Bramhapuri Zone - Extension Zone,GSI_Extension_Survey,Marketable_Direct,Gondite_Series,20.606,79.8702,0.727,0.64,0.319,35.1,41.0,0.282,420.8,347.0,25.4,Marketable_Saleable,1
MN_045,Tensa Deposit,MOIL_GSI_Official,Marketable_Direct,Gondite_Series,21.91,85.18,0.762,0.666,0.292,36.2,32.2,0.236,396.2,594.0,26.5,Marketable_Saleable,1
MN_066_EXT,Pani Deposit Gujarat - Extension Zone,GSI_Extension_Survey,Marketable_Direct,Gondite_Series,22.4972,73.7931,0.735,0.649,0.322,36.7,41.7,0.219,452.8,199.0,27.0,Marketable_Saleable,1
MN_009_EXT,Parsoda Mine - Extension Zone,GSI_Extension_Survey,Marketable_Direct,Hematite_Gondite,21.1734,79.2866,0.804,0.7,0.292,34.2,34.7,0.257,504.3,400.0,36.5,Marketable_Saleable,1
WASTE_0027,Nagpur_Quartzite_Interbed_5,IBM_Sterilization_Survey,Overburden_Gangue,Quartzite_Interbed,21.3474,79.2971,0.4,0.363,0.637,29.4,86.8,0.31,115.4,372.0,3.1,Overburden_Waste,0
MN_037,Joda West Mine,MOIL_GSI_Official,Marketable_Direct,Gondite_Braunite,22.015,85.425,0.823,0.732,0.291,35.0,42.8,0.203,506.3,521.0,37.5,Marketable_Saleable,1
WASTE_0135,Southern_Sedimentary_Barren_13,IBM_Sterilization_Survey,Overburden_Gangue,Sedimentary,12.0858,80.1387,0.309,0.259,0.542,33.3,47.2,0.42,121.8,99.0,1.2,Overburden_Waste,0
