mine_id,name,source,deposit_type,rock_type,lat,lon,swir_b11_absorption,swir_b12_absorption,ndvi,land_surface_temp_c,rainfall_mm_weekly,soil_moisture,emag2_anomaly_nt,elevation_m,mn_grade_pct,ibm_ore_category,has_manganese,craton_province,commodity,label_confidence,region_group,source_url,is_synthetic
MN_029_EXT,Lohangi Block - Extension Zone,GSI_Extension_Survey,Beneficiable_SubEconomic,Gondite_Series,21.5427,79.5653,0.74,0.657,0.271,36.2,42.3,0.272,412.4,373.0,23.9,Beneficiable_MR_Ore,1,CITZ_Sausar,manganese,prototype_positive,CITZ_Sausar,,True
WASTE_0116,Aravalli_Quartzite_Marble_12,IBM_Sterilization_Survey,Overburden_Gangue,Quartzite_Marble,26.826,73.9499,0.299,0.256,0.575,30.5,35.0,0.403,139.3,293.0,0.8,Overburden_Waste,0,Peninsular_Barren,unknown_non_mn,synthetic_or_unverified,Peninsular_Barren,,True
WASTE_0001,Sausar_Calc_Silicate_Barren_1,IBM_Sterilization_Survey,Overburden_Gangue,Calc_Silicate,21.6499,79.0754,0.389,0.365,0.554,28.6,37.3,0.327,185.0,362.0,7.3,Overburden_Waste,0,CITZ_Sausar,unknown_non_mn,synthetic_or_unverified,CITZ_Sausar,,True
WASTE_0041,Nagpur_Quartzite_Interbed_19,IBM_Sterilization_Survey,Overburden_Gangue,Quartzite_Interbed,21.1068,79.371,0.461,0.43,0.481,30.0,98.1,0.262,138.4,386.0,4.8,Overburden_Waste,0,CITZ_Sausar,unknown_non_mn,synthetic_or_unverified,CITZ_Sausar,,True
MN_016_EXT,Ramrama Deposit - Extension Zone,GSI_Extension_Survey,Marketable_Direct,Gondite_Series,21.443,79.1314,0.789,0.683,0.269,33.7,42.5,0.253,470.4,379.0,32.1,Marketable_Saleable,1,CITZ_Sausar,manganese,prototype_positive,CITZ_Sausar,,True
WASTE_0119,Aravalli_Quartzite_Marble_15,IBM_Sterilization_Survey,Overburden_Gangue,Quartzite_Marble,25.9814,74.3568,0.327,0.295,0.55,35.7,92.1,0.535,88.4,451.0,0.2,Overburden_Waste,0,Peninsular_Barren,unknown_non_mn,synthetic_or_unverified,Peninsular_Barren,,True
MN_040,Guruda Mine,MOIL_GSI_Official,Marketable_Direct,Gondite_Series,21.98,85.32,0.764,0.697,0.285,34.8,44.6,0.217,464.0,553.0,32.0,Marketable_Saleable,1,Singhbhum,manganese,prototype_positive,Singhbhum,,True
WASTE_0053,Balaghat_Laterite_Overburden_11,IBM_Sterilization_Survey,Overburden_Gangue,Laterite_Overburden,21.9805,79.8247,0.517,0.436,0.395,30.4,100.7,0.549,196.8,396.0,8.9,Overburden_Waste,0,CITZ_Sausar,unknown_non_mn,synthetic_or_unverified,CITZ_Sausar,,True
MN_063_EXT,Kodur Manganese Horizon - Extension Zone,GSI_Extension_Survey,Beneficiable_SubEconomic,Gondite_Series,18.2894,83.5284,0.701,0.598,0.295,36.0,34.7,0.28,379.8,104.0,16.7,Beneficiable_MR_Ore,1,Eastern_Ghats,manganese,prototype_positive,Eastern_Ghats,,True
WASTE_0103,IndoGangetic_Alluvium_Barren_21,IBM_Sterilization_Survey,Overburden_Gangue,Alluvium,27.3404,79.6046,0.236,0.198,0.471,36.0,101.0,0.437,96.4,204.0,0.8,Overburden_Waste,0,Peninsular_Barren,unknown_non_mn,synthetic_or_unverified,Peninsular_Barren,,True
MN_058_EXT,Shimoga - Kumsi Belt - Extension Zone,GSI_Extension_Survey,Beneficiable_SubEconomic,Gondite_Series,14.2575,75.3554,0.72,0.638,0.279,36.6,39.6,0.215,405.2,709.0,23.6,Beneficiable_MR_Ore,1,Dharwar,manganese,prototype_positive,Dharwar,,True
WASTE_0019,Sausar_Calc_Silicate_Barren_19,IBM_Sterilization_Survey,Overburden_Gangue,Calc_Silicate,21.7614,78.9313,0.403,0.36,0.387,29.4,86.1,0.304,147.3,385.0,5.7,Overburden_Waste,0,CITZ_Sausar,unknown_non_mn,synthetic_or_unverified,CITZ_Sausar,,True
MN_057,Chitradurga - Jagalur Belt,MOIL_GSI_Official,Beneficiable_SubEconomic,Gondite_Series,14.58,76.22,0.708,0.637,0.261,34.4,37.0,0.21,355.4,646.0,23.0,Beneficiable_MR_Ore,1,Dharwar,manganese,prototype_positive,Dharwar,,True
WASTE_0042,Nagpur_Quartzite_Interbed_20,IBM_Sterilization_Survey,Overburden_Gangue,Quartzite_Interbed,21.3058,79.1769,0.415,0.373,0.37,32.1,46.3,0.471,167.3,378.0,5.4,Overburden_Waste,0,CITZ_Sausar,unknown_non_mn,synthetic_or_unverified,CITZ_Sausar,,True
MN_057_EXT,Chitradurga - Jagalur Belt - Extension Zone,GSI_Extension_Survey,Beneficiable_SubEconomic,Gondite_Series,14.5571,76.1959,0.733,0.651,0.282,37.3,46.6,0.217,428.7,650.0,24.5,Beneficiable_MR_Ore,1,Dharwar,manganese,prototype_positive,Dharwar,,True
WASTE_0026,Nagpur_Quartzite_Interbed_4,IBM_Sterilization_Survey,Overburden_Gangue,Quartzite_Interbed,21.1336,78.9406,0.444,0.377,0.51,30.6,60.0,0.451,189.2,382.0,3.5,Overburden_Waste,0,CITZ_Sausar,unknown_non_mn,synthetic_or_unverified,CITZ_Sausar,,True
MN_035_EXT,Tirodi South Beneficiation Wing - Extension Zone,GSI_Extension_Survey,Beneficiable_SubEconomic,Gondite_Series,21.5666,79.6614,0.69,0.623,0.296,37.4,43.7,0.229,381.6,369.0,17.1,Beneficiable_MR_Ore,1,CITZ_Sausar,manganese,prototype_positive,CITZ_Sausar,,True
MN_059_EXT,Shankargudda Zone - Extension Zone,GSI_Extension_Survey,Beneficiable_SubEconomic,Gondite_Series,14.0658,75.4362,0.709,0.633,0.269,37.0,38.2,0.22,395.3,726.0,19.4,Beneficiable_MR_Ore,1,Dharwar,manganese,prototype_positive,Dharwar,,True
MN_002,Ukwa Mine,MOIL_GSI_Official,Marketable_Direct,Gondite_Braunite,21.95,80.05,0.804,0.723,0.253,35.0,37.1,0.222,497.5,393.0,39.8,Marketable_Saleable,1,CITZ_Sausar,manganese,prototype_positive,CITZ_Sausar,,True
MN_053,Subbarayanahalli Block,MOIL_GSI_Official,Beneficiable_SubEconomic,Gondite_Series,15.02,76.51,0.722,0.66,0.312,36.4,35.8,0.231,377.6,812.0,24.5,Beneficiable_MR_Ore,1,Dharwar,manganese,prototype_positive,Dharwar,,True
MN_039,Kasia Mine,MOIL_GSI_Official,Marketable_Direct,Gondite_Series,22.07,85.41,0.777,0.707,0.292,36.9,34.0,0.246,472.1,509.0,34.0,Marketable_Saleable,1,Singhbhum,manganese,prototype_positive,Singhbhum,,True
MN_059,Shankargudda Zone,MOIL_GSI_Official,Beneficiable_SubEconomic,Gondite_Series,14.05,75.45,0.712,0.633,0.33,34.6,37.5,0.243,339.4,704.0,21.0,Beneficiable_MR_Ore,1,Dharwar,manganese,prototype_positive,Dharwar,,True
WASTE_0009,Sausar_Calc_Silicate_Barren_9,IBM_Sterilization_Survey,Overburden_Gangue,Calc_Silicate,21.6035,79.2471,0.404,0.356,0.64,28.0,106.4,0.442,134.8,449.0,1.3,Overburden_Waste,0,CITZ_Sausar,unknown_non_mn,synthetic_or_unverified,CITZ_Sausar,,True
WASTE_0013,Sausar_Calc_Silicate_Barren_13,IBM_Sterilization_Survey,Overburden_Gangue,Calc_Silicate,21.448,79.0263,0.52,0.429,0.585,32.5,90.4,0.514,160.7,436.0,7.4,Overburden_Waste,0,CITZ_Sausar,unknown_non_mn,synthetic_or_unverified,CITZ_Sausar,,True
MN_049,Chaibasa South Beneficiable,MOIL_GSI_Official,Beneficiable_SubEconomic,Gondite_Series,22.52,85.81,0.704,0.617,0.29,35.5,36.1,0.256,341.7,234.0,21.0,Beneficiable_MR_Ore,1,Singhbhum,manganese,prototype_positive,Singhbhum,,True
WASTE_0031,Nagpur_Quartzite_Interbed_9,IBM_Sterilization_Survey,Overburden_Gangue,Quartzite_Interbed,21.1703,79.2094,0.465,0.409,0.629,28.9,96.3,0.364,186.6,333.0,6.0,Overburden_Waste,0,CITZ_Sausar,unknown_non_mn,synthetic_or_unverified,CITZ_Sausar,,True
WASTE_0127,Southern_Sedimentary_Barren_5,IBM_Sterilization_Survey,Overburden_Gangue,Sedimentary,12.5858,80.1303,0.328,0.27,0.487,31.2,57.7,0.27,128.3,206.0,2.3,Overburden_Waste,0,Peninsular_Barren,unknown_non_mn,synthetic_or_unverified,Peninsular_Barren,,True
WASTE_0044,Balaghat_Laterite_Overburden_2,IBM_Sterilization_Survey,Overburden_Gangue,Laterite_Overburden,21.7483,80.0448,0.521,0.468,0.548,34.1,54.9,0.256,177.4,371.0,3.3,Overburden_Waste,0,CITZ_Sausar,unknown_non_mn,synthetic_or_unverified,CITZ_Sausar,,True
WASTE_0088,IndoGangetic_Alluvium_Barren_6,IBM_Sterilization_Survey,Overburden_Gangue,Alluvium,26.5934,80.6153,0.159,0.142,0.352,28.1,51.4,0.261,58.6,207.0,0.5,Overburden_Waste,0,Peninsular_Barren,unknown_non_mn,synthetic_or_unverified,Peninsular_Barren,,True
MN_060,Vizag Mn Zone,MOIL_GSI_Official,Marketable_Direct,Gondite_Series,18.12,83.2,0.764,0.681,0.313,36.3,39.7,0.196,394.3,109.0,25.5,Marketable_Saleable,1,Eastern_Ghats,manganese,prototype_positive,Eastern_Ghats,,True
MN_038,Barbil Deposit,MOIL_GSI_Official,Marketable_Direct,Gondite_Braunite,22.12,85.39,0.789,0.697,0.329,35.1,43.3,0.208,498.9,499.0,35.0,Marketable_Saleable,1,Singhbhum,manganese,prototype_positive,Singhbhum,,True
WASTE_0090,IndoGangetic_Alluvium_Barren_8,IBM_Sterilization_Survey,Overburden_Gangue,Alluvium,26.6392,80.8056,0.295,0.259,0.432,31.2,66.6,0.373,129.4,164.0,1.3,Overburden_Waste,0,Peninsular_Barren,unknown_non_mn,synthetic_or_unverified,Peninsular_Barren,,True
MN_015_EXT,Mansar Lease Zone - Extension Zone,GSI_Extension_Survey,Marketable_Direct,Mansar_Formation,21.5006,79.0201,0.782,0.7,0.349,34.9,40.0,0.218,475.0,390.0,31.7,Marketable_Saleable,1,CITZ_Sausar,manganese,prototype_positive,CITZ_Sausar,,True
WASTE_0107,Aravalli_Quartzite_Marble_3,IBM_Sterilization_Survey,Overburden_Gangue,Quartzite_Marble,26.2318,76.0295,0.396,0.344,0.637,29.6,43.2,0.506,154.1,418.0,3.8,Overburden_Waste,0,Peninsular_Barren,unknown_non_mn,synthetic_or_unverified,Peninsular_Barren,,True
WASTE_0080,Deccan_Basalt_WesternGhats_18,IBM_Sterilization_Survey,Overburden_Gangue,Deccan_Basalt,18.1412,76.4304,0.202,0.176,0.434,34.9,56.9,0.523,111.4,725.0,0.2,Overburden_Waste,0,Peninsular_Barren,unknown_non_mn,synthetic_or_unverified,Peninsular_Barren,,True
WASTE_0109,Aravalli_Quartzite_Marble_5,IBM_Sterilization_Survey,Overburden_Gangue,Quartzite_Marble,26.5632,75.5295,0.339,0.283,0.434,29.7,106.8,0.253,109.5,473.0,1.5,Overburden_Waste,0,Peninsular_Barren,unknown_non_mn,synthetic_or_unverified,Peninsular_Barren,,True
WASTE_0040,Nagpur_Quartzite_Interbed_18,IBM_Sterilization_Survey,Overburden_Gangue,Quartzite_Interbed,21.1466,79.1726,0.452,0.376,0.571,31.8,63.2,0.368,123.5,346.0,3.2,Overburden_Waste,0,CITZ_Sausar,unknown_non_mn,synthetic_or_unverified,CITZ_Sausar,,True
MN_067,Vadodara Champaner Fringe,MOIL_GSI_Official,Beneficiable_SubEconomic,Gondite_Series,22.38,73.55,0.706,0.618,0.258,35.7,32.9,0.231,324.4,205.0,21.0,Beneficiable_MR_Ore,1,Aravalli,manganese,prototype_positive,Aravalli,,True
WASTE_0020,Sausar_Calc_Silicate_Barren_20,IBM_Sterilization_Survey,Overburden_Gangue,Calc_Silicate,21.6363,79.0672,0.368,0.327,0.592,32.4,38.3,0.44,216.3,393.0,2.7,Overburden_Waste,0,CITZ_Sausar,unknown_non_mn,synthetic_or_unverified,CITZ_Sausar,,True
WASTE_0046,Balaghat_Laterite_Overburden_4,IBM_Sterilization_Survey,Overburden_Gangue,Laterite_Overburden,21.8652,79.8294,0.546,0.5,0.525,34.0,95.9,0.447,258.0,426.0,4.1,Overburden_Waste,0,CITZ_Sausar,unknown_non_mn,synthetic_or_unverified,CITZ_Sausar,,True
MN_033_EXT,Betul Block MP - Extension Zone,GSI_Extension_Survey,Marketable_Direct,Gondite_Series,21.8981,77.8888,0.775,0.669,0.297,35.4,43.9,0.24,440.0,461.0,29.7,Marketable_Saleable,1,CITZ_Sausar,manganese,prototype_positive,CITZ_Sausar,,True
WASTE_0028,Nagpur_Quartzite_Interbed_6,IBM_Sterilization_Survey,Overburden_Gangue,Quartzite_Interbed,21.1411,78.958,0.381,0.347,0.628,29.9,64.9,0.296,169.8,397.0,2.4,Overburden_Waste,0,CITZ_Sausar,unknown_non_mn,synthetic_or_unverified,CITZ_Sausar,,True
MN_043_EXT,Barajamda Block - Extension Zone,GSI_Extension_Survey,Marketable_Direct,Braunite_Series,22.1217,85.1713,0.739,0.691,0.272,37.2,47.9,0.252,454.2,486.0,27.8,Marketable_Saleable,1,Singhbhum,manganese,prototype_positive,Singhbhum,,True
WASTE_0043,Balaghat_Laterite_Overburden_1,IBM_Sterilization_Survey,Overburden_Gangue,Laterite_Overburden,21.8561,80.2762,0.425,0.353,0.354,35.7,90.3,0.356,167.2,368.0,7.2,Overburden_Waste,0,CITZ_Sausar,unknown_non_mn,synthetic_or_unverified,CITZ_Sausar,,True
MN_007,Sitapatore Mine,MOIL_GSI_Official,Marketable_Direct,Gondite_Braunite,21.12,79.2,0.794,0.711,0.312,34.7,44.5,0.228,488.3,420.0,37.0,Marketable_Saleable,1,CITZ_Sausar,manganese,prototype_positive,CITZ_Sausar,,True
MN_018_EXT,Junewani Deposit - Extension Zone,GSI_Extension_Survey,Marketable_Direct,Gondite_Series,21.7929,79.8957,0.754,0.67,0.33,35.4,35.6,0.249,473.3,408.0,31.0,Marketable_Saleable,1,CITZ_Sausar,manganese,prototype_positive,CITZ_Sausar,,True
MN_015,Mansar Lease Zone,MOIL_GSI_Official,Marketable_Direct,Mansar_Formation,21.5,79.02,0.786,0.706,0.272,35.0,43.3,0.247,463.3,398.0,31.0,Marketable_Saleable,1,CITZ_Sausar,manganese,prototype_positive,CITZ_Sausar,,True
WASTE_0132,Southern_Sedimentary_Barren_10,IBM_Sterilization_Survey,Overburden_Gangue,Sedimentary,11.0988,79.6788,0.247,0.218,0.484,29.7,38.7,0.503,54.4,83.0,1.1,Overburden_Waste,0,Peninsular_Barren,unknown_non_mn,synthetic_or_unverified,Peninsular_Barren,,True
WASTE_0124,Southern_Sedimentary_Barren_2,IBM_Sterilization_Survey,Overburden_Gangue,Sedimentary,11.5164,78.4108,0.154,0.129,0.509,32.8,35.7,0.389,99.3,131.0,1.1,Overburden_Waste,0,Peninsular_Barren,unknown_non_mn,synthetic_or_unverified,Peninsular_Barren,,True
MN_026_EXT,Parseoni Low-Grade Outcrop - Extension Zone,GSI_Extension_Survey,Beneficiable_SubEconomic,Gondite_Braunite,21.3864,79.2042,0.716,0.644,0.349,35.3,43.9,0.232,437.3,372.0,24.1,Beneficiable_MR_Ore,1,CITZ_Sausar,manganese,prototype_positive,CITZ_Sausar,,True
MN_048_EXT,Kalimati Low-Grade Zone - Extension Zone,GSI_Extension_Survey,Beneficiable_SubEconomic,Gondite_Series,22.2263,85.6341,0.693,0.634,0.294,34.5,40.1,0.257,392.7,314.0,17.3,Beneficiable_MR_Ore,1,Singhbhum,manganese,prototype_positive,Singhbhum,,True
WASTE_0038,Nagpur_Quartzite_Interbed_16,IBM_Sterilization_Survey,Overburden_Gangue,Quartzite_Interbed,20.9876,79.1207,0.375,0.344,0.475,31.9,36.4,0.328,179.2,311.0,4.5,Overburden_Waste,0,CITZ_Sausar,unknown_non_mn,synthetic_or_unverified,CITZ_Sausar,,True
WASTE_0058,Balaghat_Laterite_Overburden_16,IBM_Sterilization_Survey,Overburden_Gangue,Laterite_Overburden,21.8106,80.2453,0.522,0.436,0.522,32.7,48.8,0.359,244.0,402.0,5.0,Overburden_Waste,0,CITZ_Sausar,unknown_non_mn,synthetic_or_unverified,CITZ_Sausar,,True
MN_021_EXT,Miragpur Beneficiable Ore - Extension Zone,GSI_Extension_Survey,Marketable_Direct,Gondite_Series,21.6925,79.8353,0.735,0.653,0.294,37.2,47.7,0.244,435.5,391.0,25.0,Marketable_Saleable,1,CITZ_Sausar,manganese,prototype_positive,CITZ_Sausar,,True
WASTE_0092,IndoGangetic_Alluvium_Barren_10,IBM_Sterilization_Survey,Overburden_Gangue,Alluvium,25.6964,81.5285,0.257,0.215,0.386,31.4,91.3,0.271,81.1,191.0,0.7,Overburden_Waste,0,Peninsular_Barren,unknown_non_mn,synthetic_or_unverified,Peninsular_Barren,,True
WASTE_0047,Balaghat_Laterite_Overburden_5,IBM_Sterilization_Survey,Overburden_Gangue,Laterite_Overburden,21.664,80.0368,0.541,0.458,0.534,35.5,53.1,0.286,203.2,408.0,4.7,Overburden_Waste,0,CITZ_Sausar,unknown_non_mn,synthetic_or_unverified,CITZ_Sausar,,True
MN_069,Sivnia Block Rajasthan,MOIL_GSI_Official,Beneficiable_SubEconomic,Gondite_Series,23.4,74.52,0.722,0.646,0.312,34.7,34.3,0.197,372.3,333.0,23.5,Beneficiable_MR_Ore,1,Aravalli,manganese,prototype_positive,Aravalli,,True
MN_014,Chorbaoli Deposit,MOIL_GSI_Official,Marketable_Direct,Braunite_Series,21.72,79.35,0.834,0.754,0.317,35.0,37.4,0.25,506.1,426.0,34.0,Marketable_Saleable,1,CITZ_Sausar,manganese,prototype_positive,CITZ_Sausar,,True
WASTE_0134,Southern_Sedimentary_Barren_12,IBM_Sterilization_Survey,Overburden_Gangue,Sedimentary,11.0382,78.6799,0.275,0.228,0.588,35.3,105.8,0.538,148.1,88.0,1.6,Overburden_Waste,0,Peninsular_Barren,unknown_non_mn,synthetic_or_unverified,Peninsular_Barren,,True
WASTE_0002,Sausar_Calc_Silicate_Barren_2,IBM_Sterilization_Survey,Overburden_Gangue,Calc_Silicate,21.6082,79.1946,0.474,0.431,0.646,28.3,100.0,0.424,154.6,381.0,3.8,Overburden_Waste,0,CITZ_Sausar,unknown_non_mn,synthetic_or_unverified,CITZ_Sausar,,True
WASTE_0126,Southern_Sedimentary_Barren_4,IBM_Sterilization_Survey,Overburden_Gangue,Sedimentary,13.2286,77.8246,0.206,0.169,0.454,31.0,35.1,0.34,127.3,154.0,0.8,Overburden_Waste,0,Dharwar,unknown_non_mn,synthetic_or_unverified,Dharwar,,True
MN_001,Balaghat Mine,MOIL_GSI_Official,Marketable_Direct,Gondite_Braunite,21.8167,80.1833,0.836,0.754,0.306,36.1,34.2,0.201,522.0,424.0,44.5,Marketable_Saleable,1,CITZ_Sausar,manganese,prototype_positive,CITZ_Sausar,,True
WASTE_0105,Aravalli_Quartzite_Marble_1,IBM_Sterilization_Survey,Overburden_Gangue,Quartzite_Marble,26.1002,76.0449,0.226,0.207,0.613,35.6,46.2,0.389,157.4,346.0,0.7,Overburden_Waste,0,Peninsular_Barren,unknown_non_mn,synthetic_or_unverified,Peninsular_Barren,,True
MN_051,Sandur Mn Belt Core,MOIL_GSI_Official,Marketable_Direct,Gondite_Series,15.1,76.55,0.773,0.695,0.256,37.2,37.9,0.217,443.2,771.0,28.5,Marketable_Saleable,1,Dharwar,manganese,prototype_positive,Dharwar,,True
WASTE_0081,Deccan_Basalt_WesternGhats_19,IBM_Sterilization_Survey,Overburden_Gangue,Deccan_Basalt,19.2619,75.9147,0.184,0.172,0.434,35.0,43.4,0.461,63.5,699.0,2.6,Overburden_Waste,0,Peninsular_Barren,unknown_non_mn,synthetic_or_unverified,Peninsular_Barren,,True
WASTE_0076,Deccan_Basalt_WesternGhats_14,IBM_Sterilization_Survey,Overburden_Gangue,Deccan_Basalt,17.7196,73.9259,0.25,0.218,0.456,34.7,70.3,0.544,101.6,636.0,2.6,Overburden_Waste,0,Peninsular_Barren,unknown_non_mn,synthetic_or_unverified,Peninsular_Barren,,True
MN_050,Gua Low-Grade Horizon,MOIL_GSI_Official,Beneficiable_SubEconomic,Gondite_Series,22.21,85.38,0.66,0.585,0.287,34.6,35.8,0.191,297.0,453.0,16.0,Beneficiable_MR_Ore,1,Singhbhum,manganese,prototype_positive,Singhbhum,,True
MN_019,Kheri Formation,MOIL_GSI_Official,Marketable_Direct,Gondite_Series,21.9,80.25,0.77,0.698,0.276,36.2,40.9,0.193,463.1,401.0,30.5,Marketable_Saleable,1,CITZ_Sausar,manganese,prototype_positive,CITZ_Sausar,,True
MN_031_EXT,Nagbhir Belt - Extension Zone,GSI_Extension_Survey,Marketable_Direct,Gondite_Series,20.5496,79.4979,0.771,0.669,0.323,34.5,35.2,0.22,430.9,344.0,27.3,Marketable_Saleable,1,CITZ_Sausar,manganese,prototype_positive,CITZ_Sausar,,True
WASTE_0011,Sausar_Calc_Silicate_Barren_11,IBM_Sterilization_Survey,Overburden_Gangue,Calc_Silicate,21.8365,78.5751,0.464,0.405,0.601,35.6,86.2,0.399,137.7,416.0,6.6,Overburden_Waste,0,CITZ_Sausar,unknown_non_mn,synthetic_or_unverified,CITZ_Sausar,,True
WASTE_0060,Balaghat_Laterite_Overburden_18,IBM_Sterilization_Survey,Overburden_Gangue,Laterite_Overburden,22.021,79.9303,0.524,0.459,0.568,32.0,67.8,0.469,173.3,369.0,5.5,Overburden_Waste,0,CITZ_Sausar,unknown_non_mn,synthetic_or_unverified,CITZ_Sausar,,True
WASTE_0084,IndoGangetic_Alluvium_Barren_2,IBM_Sterilization_Survey,Overburden_Gangue,Alluvium,28.7849,83.4177,0.224,0.186,0.378,35.3,85.2,0.499,93.9,163.0,1.5,Overburden_Waste,0,Peninsular_Barren,unknown_non_mn,synthetic_or_unverified,Peninsular_Barren,,True
WASTE_0065,Deccan_Basalt_WesternGhats_3,IBM_Sterilization_Survey,Overburden_Gangue,Deccan_Basalt,18.8256,74.5485,0.203,0.17,0.518,32.2,43.6,0.508,57.6,705.0,0.9,Overburden_Waste,0,Peninsular_Barren,unknown_non_mn,synthetic_or_unverified,Peninsular_Barren,,True
MN_006_EXT,Chikla Mine - Extension Zone,GSI_Extension_Survey,Marketable_Direct,Gondite_Braunite,21.1004,79.1704,0.817,0.743,0.268,34.7,36.6,0.284,498.5,434.0,39.7,Marketable_Saleable,1,CITZ_Sausar,manganese,prototype_positive,CITZ_Sausar,,True
WASTE_0137,Southern_Sedimentary_Barren_15,IBM_Sterilization_Survey,Overburden_Gangue,Sedimentary,12.9154,77.7576,0.24,0.198,0.437,31.2,104.0,0.548,116.2,74.0,1.3,Overburden_Waste,0,Dharwar,unknown_non_mn,synthetic_or_unverified,Dharwar,,True
WASTE_0102,IndoGangetic_Alluvium_Barren_20,IBM_Sterilization_Survey,Overburden_Gangue,Alluvium,27.2876,82.7143,0.287,0.25,0.367,30.7,55.3,0.54,63.3,171.0,0.5,Overburden_Waste,0,Peninsular_Barren,unknown_non_mn,synthetic_or_unverified,Peninsular_Barren,,True
MN_014_EXT,Chorbaoli Deposit - Extension Zone,GSI_Extension_Survey,Marketable_Direct,Braunite_Series,21.7228,79.3718,0.793,0.689,0.359,34.1,42.3,0.28,482.8,443.0,34.3,Marketable_Saleable,1,CITZ_Sausar,manganese,prototype_positive,CITZ_Sausar,,True
WASTE_0136,Southern_Sedimentary_Barren_14,IBM_Sterilization_Survey,Overburden_Gangue,Sedimentary,13.0865,78.847,0.153,0.125,0.54,29.8,59.1,0.504,142.6,96.0,1.0,Overburden_Waste,0,Peninsular_Barren,unknown_non_mn,synthetic_or_unverified,Peninsular_Barren,,True
MN_003,Gumgaon Mine,MOIL_GSI_Official,Marketable_Direct,Gondite_Braunite,21.05,79.1,0.856,0.758,0.251,35.7,32.5,0.254,554.1,452.0,42.0,Marketable_Saleable,1,CITZ_Sausar,manganese,prototype_positive,CITZ_Sausar,,True
MN_062,Garbham Gondite Deposit,MOIL_GSI_Official,Beneficiable_SubEconomic,Gondite_Series,18.35,83.45,0.696,0.64,0.252,35.2,42.4,0.201,358.6,106.0,22.0,Beneficiable_MR_Ore,1,Eastern_Ghats,manganese,prototype_positive,Eastern_Ghats,,True
MN_017,Bhagwanpura Block,MOIL_GSI_Official,Marketable_Direct,Braunite_Series,21.85,80.0,0.827,0.754,0.286,35.1,43.1,0.209,515.4,410.0,35.0,Marketable_Saleable,1,CITZ_Sausar,manganese,prototype_positive,CITZ_Sausar,,True
WASTE_0034,Nagpur_Quartzite_Interbed_12,IBM_Sterilization_Survey,Overburden_Gangue,Quartzite_Interbed,20.9659,79.1205,0.312,0.257,0.64,31.5,58.4,0.402,196.7,370.0,1.2,Overburden_Waste,0,CITZ_Sausar,unknown_non_mn,synthetic_or_unverified,CITZ_Sausar,,True
WASTE_0023,Nagpur_Quartzite_Interbed_1,IBM_Sterilization_Survey,Overburden_Gangue,Quartzite_Interbed,21.2316,79.4177,0.339,0.282,0.514,29.9,64.3,0.428,167.8,377.0,0.6,Overburden_Waste,0,CITZ_Sausar,unknown_non_mn,synthetic_or_unverified,CITZ_Sausar,,True
WASTE_0039,Nagpur_Quartzite_Interbed_17,IBM_Sterilization_Survey,Overburden_Gangue,Quartzite_Interbed,21.2421,78.9823,0.396,0.335,0.59,35.7,71.6,0.283,131.7,417.0,0.6,Overburden_Waste,0,CITZ_Sausar,unknown_non_mn,synthetic_or_unverified,CITZ_Sausar,,True
WASTE_0079,Deccan_Basalt_WesternGhats_17,IBM_Sterilization_Survey,Overburden_Gangue,Deccan_Basalt,19.3653,75.495,0.232,0.216,0.484,31.7,99.8,0.414,91.6,483.0,2.4,Overburden_Waste,0,Peninsular_Barren,unknown_non_mn,synthetic_or_unverified,Peninsular_Barren,,True
MN_070,Ghatia Horizon Banswara,MOIL_GSI_Official,Beneficiable_SubEconomic,Gondite_Series,23.31,74.38,0.672,0.581,0.314,35.6,41.0,0.227,305.6,287.0,17.5,Beneficiable_MR_Ore,1,Aravalli,manganese,prototype_positive,Aravalli,,True
MN_032,Yavatmal Deposit,MOIL_GSI_Official,Marketable_Direct,Braunite_Series,20.4,78.12,0.74,0.659,0.298,34.6,36.8,0.253,396.6,387.0,26.5,Marketable_Saleable,1,CITZ_Sausar,manganese,prototype_positive,CITZ_Sausar,,True
MN_068_EXT,Tambesra Deposit Banswara - Extension Zone,GSI_Extension_Survey,Marketable_Direct,Gondite_Series,23.3601,74.453,0.735,0.661,0.295,33.6,35.3,0.242,410.8,300.0,25.5,Marketable_Saleable,1,Aravalli,manganese,prototype_positive,Aravalli,,True
MN_065,Shivrajpur Belt,MOIL_GSI_Official,Marketable_Direct,Gondite_Series,22.42,73.18,0.767,0.705,0.299,35.0,45.3,0.201,435.1,194.0,30.5,Marketable_Saleable,1,Aravalli,manganese,prototype_positive,Aravalli,,True
WASTE_0139,Southern_Sedimentary_Barren_17,IBM_Sterilization_Survey,Overburden_Gangue,Sedimentary,12.2563,78.4682,0.288,0.244,0.502,29.8,37.9,0.261,141.8,70.0,0.6,Overburden_Waste,0,Peninsular_Barren,unknown_non_mn,synthetic_or_unverified,Peninsular_Barren,,True
WASTE_0093,IndoGangetic_Alluvium_Barren_11,IBM_Sterilization_Survey,Overburden_Gangue,Alluvium,25.7646,79.6608,0.308,0.278,0.353,33.1,103.5,0.434,72.6,215.0,1.2,Overburden_Waste,0,Peninsular_Barren,unknown_non_mn,synthetic_or_unverified,Peninsular_Barren,,True
